,FileName,Label,ClassName
0,OF_train/handShake/handShake_0013/handShake_0013_6.jpg,0,handShake
1,OF_train/handShake/handShake_0013/handShake_0013_9.jpg,0,handShake
2,OF_train/handShake/handShake_0013/handShake_0013_0.jpg,0,handShake
3,OF_train/handShake/handShake_0013/handShake_0013_13.jpg,0,handShake
4,OF_train/handShake/handShake_0013/handShake_0013_12.jpg,0,handShake
5,OF_train/handShake/handShake_0013/handShake_0013_2.jpg,0,handShake
6,OF_train/handShake/handShake_0013/handShake_0013_11.jpg,0,handShake
7,OF_train/handShake/handShake_0013/handShake_0013_4.jpg,0,handShake
8,OF_train/handShake/handShake_0013/handShake_0013_10.jpg,0,handShake
9,OF_train/handShake/handShake_0013/handShake_0013_3.jpg,0,handShake
10,OF_train/handShake/handShake_0013/handShake_0013_5.jpg,0,handShake
11,OF_train/handShake/handShake_0013/handShake_0013_7.jpg,0,handShake
12,OF_train/handShake/handShake_0013/handShake_0013_15.jpg,0,handShake
13,OF_train/handShake/handShake_0013/handShake_0013_1.jpg,0,handShake
14,OF_train/handShake/handShake_0013/handShake_0013_8.jpg,0,handShake
15,OF_train/handShake/handShake_0013/handShake_0013_14.jpg,0,handShake
