,FileName,Label,ClassName
0,OF_train/kiss/kiss_0025/kiss_0025_1.jpg,3,kiss
1,OF_train/kiss/kiss_0025/kiss_0025_9.jpg,3,kiss
2,OF_train/kiss/kiss_0025/kiss_0025_11.jpg,3,kiss
3,OF_train/kiss/kiss_0025/kiss_0025_7.jpg,3,kiss
4,OF_train/kiss/kiss_0025/kiss_0025_13.jpg,3,kiss
5,OF_train/kiss/kiss_0025/kiss_0025_0.jpg,3,kiss
6,OF_train/kiss/kiss_0025/kiss_0025_2.jpg,3,kiss
7,OF_train/kiss/kiss_0025/kiss_0025_14.jpg,3,kiss
8,OF_train/kiss/kiss_0025/kiss_0025_10.jpg,3,kiss
9,OF_train/kiss/kiss_0025/kiss_0025_12.jpg,3,kiss
10,OF_train/kiss/kiss_0025/kiss_0025_8.jpg,3,kiss
11,OF_train/kiss/kiss_0025/kiss_0025_5.jpg,3,kiss
12,OF_train/kiss/kiss_0025/kiss_0025_6.jpg,3,kiss
13,OF_train/kiss/kiss_0025/kiss_0025_4.jpg,3,kiss
14,OF_train/kiss/kiss_0025/kiss_0025_3.jpg,3,kiss
15,OF_train/kiss/kiss_0025/kiss_0025_15.jpg,3,kiss
