,FileName,Label,ClassName
0,OF_train/highFive/highFive_0004/highFive_0004_9.jpg,1,highFive
1,OF_train/highFive/highFive_0004/highFive_0004_8.jpg,1,highFive
2,OF_train/highFive/highFive_0004/highFive_0004_7.jpg,1,highFive
3,OF_train/highFive/highFive_0004/highFive_0004_4.jpg,1,highFive
4,OF_train/highFive/highFive_0004/highFive_0004_6.jpg,1,highFive
5,OF_train/highFive/highFive_0004/highFive_0004_3.jpg,1,highFive
6,OF_train/highFive/highFive_0004/highFive_0004_2.jpg,1,highFive
7,OF_train/highFive/highFive_0004/highFive_0004_15.jpg,1,highFive
8,OF_train/highFive/highFive_0004/highFive_0004_13.jpg,1,highFive
9,OF_train/highFive/highFive_0004/highFive_0004_14.jpg,1,highFive
10,OF_train/highFive/highFive_0004/highFive_0004_12.jpg,1,highFive
11,OF_train/highFive/highFive_0004/highFive_0004_1.jpg,1,highFive
12,OF_train/highFive/highFive_0004/highFive_0004_0.jpg,1,highFive
13,OF_train/highFive/highFive_0004/highFive_0004_11.jpg,1,highFive
14,OF_train/highFive/highFive_0004/highFive_0004_5.jpg,1,highFive
15,OF_train/highFive/highFive_0004/highFive_0004_10.jpg,1,highFive
