,FileName,Label,ClassName
0,OF_train/hug/hug_0039/hug_0039_9.jpg,2,hug
1,OF_train/hug/hug_0039/hug_0039_11.jpg,2,hug
2,OF_train/hug/hug_0039/hug_0039_8.jpg,2,hug
3,OF_train/hug/hug_0039/hug_0039_7.jpg,2,hug
4,OF_train/hug/hug_0039/hug_0039_3.jpg,2,hug
5,OF_train/hug/hug_0039/hug_0039_1.jpg,2,hug
6,OF_train/hug/hug_0039/hug_0039_0.jpg,2,hug
7,OF_train/hug/hug_0039/hug_0039_6.jpg,2,hug
8,OF_train/hug/hug_0039/hug_0039_12.jpg,2,hug
9,OF_train/hug/hug_0039/hug_0039_5.jpg,2,hug
10,OF_train/hug/hug_0039/hug_0039_2.jpg,2,hug
11,OF_train/hug/hug_0039/hug_0039_14.jpg,2,hug
12,OF_train/hug/hug_0039/hug_0039_4.jpg,2,hug
13,OF_train/hug/hug_0039/hug_0039_13.jpg,2,hug
14,OF_train/hug/hug_0039/hug_0039_10.jpg,2,hug
15,OF_train/hug/hug_0039/hug_0039_15.jpg,2,hug
