,FileName,Label,ClassName
0,OF_train/highFive/highFive_0020/highFive_0020_5.jpg,1,highFive
1,OF_train/highFive/highFive_0020/highFive_0020_3.jpg,1,highFive
2,OF_train/highFive/highFive_0020/highFive_0020_9.jpg,1,highFive
3,OF_train/highFive/highFive_0020/highFive_0020_15.jpg,1,highFive
4,OF_train/highFive/highFive_0020/highFive_0020_7.jpg,1,highFive
5,OF_train/highFive/highFive_0020/highFive_0020_1.jpg,1,highFive
6,OF_train/highFive/highFive_0020/highFive_0020_10.jpg,1,highFive
7,OF_train/highFive/highFive_0020/highFive_0020_8.jpg,1,highFive
8,OF_train/highFive/highFive_0020/highFive_0020_14.jpg,1,highFive
9,OF_train/highFive/highFive_0020/highFive_0020_6.jpg,1,highFive
10,OF_train/highFive/highFive_0020/highFive_0020_2.jpg,1,highFive
11,OF_train/highFive/highFive_0020/highFive_0020_0.jpg,1,highFive
12,OF_train/highFive/highFive_0020/highFive_0020_11.jpg,1,highFive
13,OF_train/highFive/highFive_0020/highFive_0020_12.jpg,1,highFive
14,OF_train/highFive/highFive_0020/highFive_0020_13.jpg,1,highFive
15,OF_train/highFive/highFive_0020/highFive_0020_4.jpg,1,highFive
