,FileName,Label,ClassName
0,OF_train/handShake/handShake_0023/handShake_0023_4.jpg,0,handShake
1,OF_train/handShake/handShake_0023/handShake_0023_14.jpg,0,handShake
2,OF_train/handShake/handShake_0023/handShake_0023_9.jpg,0,handShake
3,OF_train/handShake/handShake_0023/handShake_0023_11.jpg,0,handShake
4,OF_train/handShake/handShake_0023/handShake_0023_1.jpg,0,handShake
5,OF_train/handShake/handShake_0023/handShake_0023_5.jpg,0,handShake
6,OF_train/handShake/handShake_0023/handShake_0023_12.jpg,0,handShake
7,OF_train/handShake/handShake_0023/handShake_0023_2.jpg,0,handShake
8,OF_train/handShake/handShake_0023/handShake_0023_6.jpg,0,handShake
9,OF_train/handShake/handShake_0023/handShake_0023_3.jpg,0,handShake
10,OF_train/handShake/handShake_0023/handShake_0023_0.jpg,0,handShake
11,OF_train/handShake/handShake_0023/handShake_0023_10.jpg,0,handShake
12,OF_train/handShake/handShake_0023/handShake_0023_7.jpg,0,handShake
13,OF_train/handShake/handShake_0023/handShake_0023_15.jpg,0,handShake
14,OF_train/handShake/handShake_0023/handShake_0023_13.jpg,0,handShake
15,OF_train/handShake/handShake_0023/handShake_0023_8.jpg,0,handShake
