,FileName,Label,ClassName
0,OF_train/hug/hug_0010/hug_0010_5.jpg,2,hug
1,OF_train/hug/hug_0010/hug_0010_0.jpg,2,hug
2,OF_train/hug/hug_0010/hug_0010_2.jpg,2,hug
3,OF_train/hug/hug_0010/hug_0010_1.jpg,2,hug
4,OF_train/hug/hug_0010/hug_0010_7.jpg,2,hug
5,OF_train/hug/hug_0010/hug_0010_14.jpg,2,hug
6,OF_train/hug/hug_0010/hug_0010_6.jpg,2,hug
7,OF_train/hug/hug_0010/hug_0010_12.jpg,2,hug
8,OF_train/hug/hug_0010/hug_0010_10.jpg,2,hug
9,OF_train/hug/hug_0010/hug_0010_3.jpg,2,hug
10,OF_train/hug/hug_0010/hug_0010_8.jpg,2,hug
11,OF_train/hug/hug_0010/hug_0010_9.jpg,2,hug
12,OF_train/hug/hug_0010/hug_0010_15.jpg,2,hug
13,OF_train/hug/hug_0010/hug_0010_13.jpg,2,hug
14,OF_train/hug/hug_0010/hug_0010_11.jpg,2,hug
15,OF_train/hug/hug_0010/hug_0010_4.jpg,2,hug
